ColxCvi_2cell	CvixCol_2cell	unwashed_ColxCvi_8cell	unwashed_CvixCol_8cell	ColxCvi_8cell	CvixCol_8cell	ColxCvi_eg	CvixCol_eg
AT1G04203	0	0	0	0	0	0	0	0
AT1G04207	0	0	0	0	0	0	0	0
AT1G04210	27.1	19.8	12.8	16.77	13.55	23.17	9.03	18.79
AT1G04213	1.57	0	1.89	0	0	0	4.21	0
AT1G04217	0	0	0	2.67	3.79	0	0	0
AT1G04220	0.33	1.51	12.79	9.71	3	0.42	15.94	8.82
AT1G04223	0	3.36	10.08	3.56	1.26	2.77	4.13	2.45
AT1G04227	0	0	2.83	1.25	7.5	0	0	0.39
AT1G04230	8.67	5.97	3.15	8.92	6.18	4.93	2.31	7.34
AT1G04233	0	0	0	0	0	0	0	0
AT1G04237	3.33	1.15	0	1.11	7.39	0.96	0.64	1.1
AT1G04240	0.99	0.63	2.68	14.98	0.31	1.03	0	0.35
AT1G04243	0	0	0	0	0	0	0	0
AT1G04247	0	0	0.48	0	0	0.44	0.66	0.81
AT1G04250	0.17	1.51	1.38	5.62	0	0.53	0	0
AT1G04253	0	0	0	0	0	0	0	0
AT1G04257	0	0	0	0	0	0	0	0
AT1G04260	12.59	12.99	11.56	12.9	6.11	5.81	13	9.93
AT1G04263	2.64	0	2.19	0	4.75	0	0	0
AT1G04267	2.08	0	3.39	0	0	0	0	0
AT1G04270	1522.46	1563.97	2646.91	2314.29	2256.16	2036.92	3256.9	2508.02
AT1G04273	2.01	0	0	0	0	0	0	1.84
AT1G04277	6.19	5.2	3.36	0	1.95	6.43	0	1.89
AT1G04280	1.68	1.89	0.08	0.62	0	0.46	0	0.34
AT1G04283	0	0	0	0	0	0	0	0
AT1G04287	0	0	0	0	0	0	0	0
AT1G04290	20.03	20.45	27.38	22.5	15.53	11.44	15.68	12.75
AT1G04293	1.86	2.35	0	0.62	0.88	1.93	0	0.85
AT1G04295	0	0	0	0	0	0	0	0
AT1G04297	1.41	0	0.91	0	0	0	0	0
AT1G04300	11.68	8.97	2.7	3.15	4.41	3.11	3.04	3.78
AT1G04303	0	0	0	0	0	0	0	0
AT1G04307	0	0	0	0	0	0	0	0
AT1G04310	11.35	7.49	2.98	6.59	3.74	2.81	2.51	5.37
AT1G04313	0	0	0	0	0	0	0	0
AT1G04317	0.12	0	0	0	0	0	0	0
AT1G04320	2.13	0.89	0	1.58	2.36	2.22	0.82	0.65
AT1G04323	0	0	0	0	0	0	0	0
AT1G04327	0	0	0	0	0	0	0	0
AT1G04330	0	0	0	0.22	0	0	0	0
AT1G04333	0	0	0	0	0	0	0	0
AT1G04337	0	0	0	0	0	0	0	0
AT1G04340	58.14	53.61	70.37	82.58	69.31	45.95	69.39	49.28
AT1G04343	0	0	0	0.06	0	0	0	0
AT1G04347	0	0	0	0.38	0	0.6	0.45	0
AT1G04350	0.22	0.27	1.13	1.56	0	1.68	0.33	0.1
AT1G04353	1.16	0.19	0.14	0.11	0	0	0.18	0
AT1G04357	0	0	0	0	0	0.48	0	0
AT1G04360	5.24	8.53	1.75	1.6	1.45	1.33	1.98	4.1
AT1G04363	0	0	0.29	0.86	0	0	0	0
AT1G04367	0.41	2.37	0	0.25	0	0	0.61	0
AT1G04370	3.12	6.29	1.26	2.68	3.83	5.19	0	0.57
AT1G04373	0	0	0	0	0	0	0	0
AT1G04377	0	0	0	0	0	0	0	0
AT1G04380	0.73	0	0.59	0	0.23	0.76	3.97	1.21
AT1G04383	0	0	0	0	0	0	0	0
AT1G04387	0	0	0	0.35	0	0	0	0
AT1G04390	3.13	1.37	0.62	1.89	0.6	2.05	1.48	1.99
AT1G04393	0	0	0	0	0	0	0	0
AT1G04397	1.27	11.22	1.03	0	0	1.32	0.99	0
AT1G04400	2.67	3.88	4.9	7.24	1.65	3.46	1.81	3.69
AT1G04403	0	0	0	0	0	0	0	0
AT1G04407	0	0	0	0	0	0	0	0
AT1G04410	270.17	283.01	366.86	469.44	283.6	264.98	546.95	415.84
AT1G04413	0	0	0	0	0	0	0	0
AT1G04417	0	0	0	0.44	0	2.1	0	0
AT1G04420	6.4	5.87	13.37	18.98	2.47	9.07	11.16	9.6
AT1G04423	0	0	0	0	0	0	0	0
AT1G04425	0	3.27	11.31	22.24	18.12	28	60.66	72.7
AT1G04427	0	0	0	0	0	0.84	0	0
AT1G04430	0.77	2.54	4.28	7.04	0.08	1.01	0.86	0.94
AT1G04433	0	0	0	0	0	0.86	0	0
AT1G04437	0	0	0	0	0	0	0	0
AT1G04440	3.78	8.6	2.38	5.47	2.27	4.22	3.14	3.63
AT1G04443	0	0	0	0	0	0	0	0
AT1G04445	0	0	6.93	4.63	0	0	0	0
AT1G04447	0	0	0	0	0	0	0	0
AT1G04450	0.64	0	1.38	0.28	2.02	0.44	0.17	0.39
AT1G04453	0	0	0	0	0	0	0	0
AT1G04455	1.6	0	1.83	4.49	0	0.88	0	0
AT1G04457	2.97	5.69	4.39	1.95	0	1.01	0.92	0
AT1G04463	0	0	0	0	0	0	0	0
AT1G04467	0.5	2.52	0.4	0	0	0	0	0
AT1G04470	3.24	0.08	2.61	1.89	0	0.19	0	0
AT1G04473	1.49	0	0.4	0	0	0	1.53	0.91
AT1G04477	2.18	0	0.64	0	0	0	0.56	0.73
AT1G04480	1370.39	1241.06	1301.31	1215.37	1306.6	1090.19	1718.42	1283.89
AT1G04483	2.28	0	0	0.75	0	0	0	2.09
AT1G04487	0	0	0.35	0	0	0	0	0
AT1G04490	0	0	0.22	0.22	0	0.27	0.43	0.38
AT1G04493	0	1.21	0	0	0	0	0	0
AT1G04497	0	0	0	0	0	0	0	0
AT1G04500	0	0	0	0	0	0.15	0.11	0
AT1G04503	0	0	0	0	0	0	364.08	0
AT1G04507	0	0	0	0	0	0	0	0
AT1G04510	52.43	61.74	62.21	78.41	69.22	80.98	60.26	76.93
AT1G04513	0.21	0.27	0.86	0.14	0.61	1.42	0.16	0.79
AT1G04517	39.53	33.23	14.25	24.76	8.17	18.29	17.01	8.09
AT1G04520	4.28	4.13	4.6	8.18	3.64	6.96	18.44	16.86
AT1G04523	0	0	0	0	0	0	0	0
AT1G04527	40.2	56.26	44.08	21.01	8.44	13.91	10.38	4.09
AT1G04530	8.82	12.77	7.7	13.07	8.61	20.91	12.98	21.01
AT1G04533	0	0	0	0.55	0	0	0	0.76
AT1G04537	0	0	0	0	0	0	0	0
AT1G04540	2.54	1.94	3.15	2.03	0	0	0.14	0
AT1G04543	0	0.86	0	0	0	0.74	0	0
AT1G04547	0	0	0	0	0	8.55	0	0
AT1G04550	36.14	47.82	33.02	52.5	17.07	35.12	37.33	50.97
AT1G04555	5.49	9.8	4.06	4.83	4.76	4.04	2.66	3.36
AT1G04557	0	0	3.2	0	0	0	0	0
AT1G04560	5.34	5.38	0.22	0	0	3.05	0	0
AT1G04563	1.02	0	5.79	2.71	11.59	7.43	5.55	3.75
AT1G04567	0	0	0	0	0	0	0	0
AT1G04570	24.89	29.96	7.21	6.91	13.31	37.7	3.59	15.92
AT1G04573	0	0	0	0	0	0	0	0
AT1G04577	0	0	0	0	0	0	1.67	0
AT1G04580	0.34	0.24	0.39	1.04	0.54	0.4	0.3	0.35
AT1G04583	0	0	0	0.23	0	0	0	0
AT1G04587	0	1.08	0	0	0	0	0	0
AT1G04590	29.64	19.74	6.27	17.37	13.79	12.39	11.28	17.37
AT1G04593	0	0	0	0	0	0	0	0
AT1G04597	0	0	0	0	0	0	0	0
AT1G04600	0.61	1.54	0.31	0.45	0.04	0.71	0.21	0.52
AT1G04603	0	0	0	0	0	0	0	0
AT1G04607	0	0	0	0	0	0	0	0
AT1G04610	2.89	0.32	0.1	9.45	0.24	2.87	6.43	8.88
AT1G04613	0	0	0	0	0	0	0.68	0.81
AT1G04620	0.5	1.89	0.73	3.69	1.32	1.35	4.73	4.4
AT1G04623	0	0	0	0	0	0	0.83	0
AT1G04625	0.93	0.39	1.73	1.61	2.35	0.33	1.18	0.57
AT1G04630	140.83	145.19	107.63	103.17	118.61	124.49	99.06	137.16
AT1G04635	23.79	30.76	23.29	23.63	13.78	18.44	26.04	14.82
AT1G04640	15.75	22.13	19.88	25.41	21.99	12.56	21.04	25.3
AT1G04643	0.75	0	0	0	3.31	0.88	0	0
AT1G04645	375.73	906.42	687.15	430.6	934.5	358.44	420.69	330.51
AT1G04647	0	1.03	0.06	0	0	0.27	0.27	0.46
AT1G04650	14.33	10.88	4.43	9.09	3.28	9.38	4.11	7.19
AT1G04653	0	0	0	0	0	0	0	0
AT1G04657	0	0	0	0	0	0	0	0
AT1G04660	1.12	0	0.13	0.21	1.96	0.5	1.73	1.61
AT1G04667	0	0	0	0	0	0	0	0
AT1G04670	0	0	0	0	0	0	0	0
AT1G04673	0	0	0	0.83	0	0	0	0
AT1G04677	0	0	0	0	0	0	0	0
AT1G04680	0.21	0.95	31.58	43.12	0.1	2.23	0.75	2.36
AT1G04683	0	0	0	0	0	0	0	0
AT1G04687	0	0	0	0	0	0	0	0
AT1G04690	47.28	58.79	81.18	95.7	61.59	62.08	46.96	80.13
AT1G04693	0	0	0	0	0	0	0	0
AT1G04697	0	0	0	0.24	0	0	0	0
AT1G04700	0.38	0.07	0.33	0.39	0	0.22	0.04	0.15
AT1G04703	0	0	0	0	0	0	0	0
AT1G04707	0	0	0	0.03	0	0.46	0	0
AT1G04710	7.22	14.02	6.57	7.75	4.29	7.91	9.63	14.09
AT1G04713	0	0	0	0	0	0	0	0
AT1G04717	0	0	0	0	0	0	0	0
AT1G04720	0.5	0	0	0	0	0	0	0
AT1G04723	0	0	0	0	0	0	0	0
AT1G04730	11.41	1.69	1.15	5.65	1.22	9.62	2.46	5.55
AT1G04733	32.02	46.83	20.62	13.48	29.26	0	4.13	3.67
AT1G04737	0	0	0	0	0	0	0	0
AT1G04743	0	0	0	0	0	0	0.17	0
AT1G04747	0	0	0	0.88	0	0	0	0
AT1G04750	119.21	94.97	134.39	183.02	136.41	135.07	128.13	129.87
AT1G04753	0.89	0	0	0	0	0	0	0
AT1G04760	12.95	21.29	9.41	13.09	10.56	17.91	14.9	16.25
AT1G04763	0	0	0	0	0	0	0	0
AT1G04767	0	0	0	0	0	0	0	0
AT1G04770	4.79	10.29	36.36	8.1	10.88	16.98	16.27	21.79
AT1G04773	0	0	0	0	0	0	0	0
AT1G04778	0	0	0.43	0.18	0	1.12	0.21	0.49
AT1G04780	4.76	3.88	3.16	4.1	3.11	6.11	0.81	2.5
AT1G04783	0	0	0	0	0	0	0	0
AT1G04787	0	0	0	0	0	0	0	0
AT1G04790	13.57	16.65	7.99	12.15	16.9	15.06	8.74	13.58
AT1G04793	0	0	0	0	0	0	0	0
AT1G04797	0	0	0	0	0	0	0	0
AT1G04800	0.22	0	0	0	0	0	0	0.2
AT1G04803	0	1.16	0	0	0	0	0	0
AT1G04807	0	0	0	0.27	0	0	0	0
AT1G04810	19.83	31.21	16.24	26.27	20.25	24.2	17.4	19.99
AT1G04813	0	0	0	0	0	0	0	0
AT1G04817	0	0	0	0	0	0	0	0
AT1G04820	391.58	553.39	708.65	651.05	562.58	573.85	688.13	822.53
AT1G04823	0	0	0	0	0	0	0	0
AT1G04827	0	0	0	0	0	0	0	0.26
AT1G04830	2.79	7.81	3.53	3.78	3.53	11.19	3.99	6.25
AT1G04833	0	0	0	0	0	0	0	0
AT1G04837	0	0.71	0	0	0.32	1.18	0	0.54
AT1G04840	1.31	1.14	0.26	1.08	0.46	0	0.44	1.28
AT1G04847	0	0	0	0	0	0	0	0
AT1G04850	82.67	87.41	37.13	54.12	42.9	60.08	25.78	48.42
AT1G04853	0	0	0	0	0	0	0	0
AT1G04857	1.3	0	3.61	1.64	1.58	0	0.95	0
AT1G04860	12.99	16.36	7	9.49	8.75	9.68	4.98	7.19
AT1G04863	0	0	0	0	0	0	0	0
AT1G04867	0	0	0	0	0	0	0	0
AT1G04870	33.54	20.07	21.85	27.74	30.14	24.06	25.51	29.1
AT1G04873	0	3.78	0	0	0	0	0	0
AT1G04877	45.08	66.08	48.39	34.66	34.84	44.26	26.67	17.27
AT1G04880	1.64	2.23	8.25	22.97	13.96	22.7	10.86	11.92
AT1G04883	0	0	0	0	0	0	0	0
AT1G04887	0	0	0	0	0	0	0	0
AT1G04890	2.97	3.33	1.42	1.16	2.6	15.32	0.26	2.02
AT1G04893	0	0	0	0	0	0	0	0
AT1G04895	0	0	0	0	0	0	0	0
AT1G04897	0	0	0	0	0	0	0.36	0
AT1G04900	19.19	10.38	9.43	16.2	21.75	19.13	8.78	18.65
AT1G04903	0	0	0.68	0	2.46	6.66	0	4.08
AT1G04907	15.29	10.08	6.88	17.31	158.68	2.67	8.36	73.85
AT1G04910	5.73	11.36	10.69	13.28	1.6	7.27	6.66	11.18
AT1G04913	0	0	0	0	1.04	0.57	0	0
AT1G04917	0	0	0	0	0	0	0	0
AT1G04920	0	0	0.25	0.24	0	0.63	0.05	0
AT1G04923	0	0	0	0	0	0	0	0
AT1G04927	0	0	0	0	0	0	0	0
AT1G04930	16.33	13.47	5.33	10.77	7.8	18.01	10.71	15.13
AT1G04933	0	1.77	1.13	0	0	2.67	0.36	0.64
AT1G04937	0	0	0	0	0	0	0	0
AT1G04940	27.48	25.12	29.44	31.49	24.88	24.23	33.53	31.15
AT1G04943	0	0	0	0	0	0	0	0
AT1G04945	24.11	17.79	17.18	26.78	32.04	16.29	25.56	24.69
AT1G04947	0	0	0	0	0	0	0	0
AT1G04950	22.87	21.08	7.54	13.28	15.88	17.92	9.75	18.38
AT1G04953	0	0	0	0	0	0	0	0
AT1G04957	0	0	0	0	0	0	0	0
AT1G04960	17.48	22.01	6.24	12.02	7.6	17.99	9.7	18.85
AT1G04963	0	0	0	0	0	0	0	0
AT1G04967	0	0	0	0	0	0	0	0
AT1G04970	2.62	11.15	6.13	5.24	6.71	6.86	7.82	11.08
AT1G04973	0	0.8	0	0.42	0	0.67	0	0.29
AT1G04977	0	0	0	0	0	0	0	0
AT1G04980	21.05	28.55	9.95	9.8	22.17	31.05	22.65	22.73
AT1G04983	0	0	0	0	0	0	0	0
AT1G04985	34.34	39.41	15.13	24.35	19.79	30.75	20.4	29.73
AT1G04987	0	0	0	0	0	0	0	0
AT1G04990	2.54	7.57	4.05	2.52	0.81	1.74	3.43	1.39
AT1G04993	0	0	0	0	0	0	0	0
AT1G04997	0	0	0	0	0	0	0	0
AT1G05000	0.36	2.5	2.92	1.54	0.51	2.09	2.21	1.35
AT1G05003	0	0	0	0	0	0	0	0
AT1G05005	0	0	0	0	0	0	0	0
AT1G05007	0	0	0	0	0	0	0	0
AT1G05010	0	0	0.94	0.1	0	0.3	0.34	0
AT1G05013	0	0	0	0	0	0	0	0
AT1G05017	0	0	0	0	0	2.43	0	0
AT1G05020	0.51	0.96	0.41	0.45	2.65	0.35	0.07	0.16
AT1G05023	0	0	0	0	0	0	0	0.82
AT1G05027	0	0	0	0	0	0	0	0
AT1G05030	1.42	3.58	0.86	1.64	1.68	2.95	1.01	2.6
AT1G05033	0	0	0	0.32	0	0	0	0
AT1G05035	0	0	0	0	0	0	0	0
AT1G05037	0	0	0	0	0	0	0	0
AT1G05040	0	0	0	0	0	0	0	0.25
AT1G05043	0.41	0	0	0	0	5.11	0	0.38
AT1G05047	0	0	0	0	0	0	0	0
AT1G05053	0	0	0	0	0	0	0	0
AT1G05055	14.71	8.47	12.65	18.46	14.16	13.38	16.71	14.76
AT1G05057	0	0	1.61	1.77	7.78	0	3.49	0
AT1G05060	3.52	8.32	5.68	3.63	0.42	2.06	2.22	4.03
AT1G05061	0	0	0	0	0	0	0	0
AT1G05063	0	0	0	0	0	0	0	0
AT1G05065	0	0.81	0	0.42	0	0	0.99	0
AT1G05067	0	0	0	0	0	0	0	0
AT1G05070	16.71	26.82	9.79	17.05	21.62	25.2	30.5	29.36
AT1G05073	0	0	0	0	0	0	0	0
AT1G05077	4.39	0	0	0	0	0	0	0
AT1G05080	0	0	0	0.11	0	0	0	0
AT1G05083	0	0	0	0	0	0	0.26	0
AT1G05085	0	0	0	0	0	0	0	0
AT1G05087	0	0	0	0.24	0	0	0	0
AT1G05090	9.09	17.25	8.29	17.11	12.91	7.5	8.36	10.76
AT1G05093	0	0	0	0	0	0	0	0
AT1G05097	0	0	0	0	0	0	0	0
AT1G05100	0	0.21	0.81	0.33	0	0	0	0.15
AT1G05103	0	0	0	0	0	0	0	0
AT1G05107	0.77	0	0	0	0	0	0	0.7
AT1G05113	0	0	0	0	0	0	0	0
AT1G05117	0	0	0	0	0	0	0	0
AT1G05120	11.36	12.34	5.44	8.8	4.5	7.01	3.8	6.54
AT1G05123	0	0	0	0	0	1.58	0	0
AT1G05127	0	0	0	0	0	0	0	0
AT1G05133	0	0	0	0	0	0	0	0
AT1G05135	8.36	1.36	13.7	8.17	4.33	10.35	14.41	86.43
AT1G05136	0	0	0	0	0	0	0	0
AT1G05137	16	0	5.59	0	0	0.67	0	5.5
AT1G05140	2.37	1.3	4.53	8.67	2.8	9.99	6.08	8.13
AT1G05143	11.42	14.38	8.47	10.69	4.49	6.92	8.11	27.03
AT1G05147	0	0	0	0	0	0	0	0
AT1G05150	5.82	7.91	8.58	9.32	6.87	3.34	5.22	7.71
AT1G05153	0	0	1.63	2.91	0	0	6.02	0
AT1G05157	0	0	0	0	0	0	0	0
AT1G05160	2.55	3.93	7.2	5.03	1.02	3.24	2.67	4.63
AT1G05163	0	5.08	0	0.88	0	1.74	1.18	0
AT1G05167	0.21	0	0	0	0	0	0	0
AT1G05170	11.76	9.83	1.59	3.4	3.22	15.71	0.6	5.21
AT1G05173	0	0	0	0	0	0	0	0
AT1G05177	0	0	0	0	1.97	1.08	0	0
AT1G05180	44.95	49.04	23.51	37.72	37.24	41.99	36.12	40.88
AT1G05183	0	0	0	0	0	0	0	0
AT1G05187	0	0	0	0	0	0	0	0
AT1G05190	32.1	25.78	37.52	69.12	27.26	40.71	65.08	58.81
AT1G05193	0	0	0	0	0	0	0	0
AT1G05197	0	0	0	0	0	0	0	0
AT1G05200	0.07	0.51	0.27	0.38	0.46	1.57	0.05	1.08
AT1G05203	0.55	0	0	0.36	0	0	0	1.01
AT1G05205	106.42	89.52	107.13	70.66	193.57	109.33	149.98	104.04
AT1G05207	0	0	0	0	0	0	0	0
AT1G05210	74.44	97.14	94.65	93.72	71.44	89.66	93.88	83.2
AT1G05213	0	0	0.15	0.28	0	0.19	0.22	0.34
AT1G05217	0	0	0	0	0	0	0	0
AT1G05220	0.96	0	0.52	1.69	0	1.33	3.23	1.76
AT1G05223	0	0	0	0	0	0	0	0
AT1G05227	0	0	0	0	0	0	0	0
AT1G05230	1.33	0.32	3.86	1.69	0.23	0.6	0.55	0.76
AT1G05233	0	0	0	0	0	0	0	0
AT1G05237	0	0	0	0	0	0	0	0
AT1G05240	0	0.11	0.07	0.12	0	0.09	0.07	0.16
AT1G05243	0	0	0	0	0	0	0	0
AT1G05247	12.17	0	27	27.6	22.72	9.36	37.05	29.34
AT1G05250	0	0	0	0	0	0	0	0
AT1G05253	0	0	0.92	0	0	0	0	0
AT1G05257	0	0	0	1.8	0	0	0	0
AT1G05260	0.18	0	9.12	5.2	0.51	0.75	0.14	0
AT1G05263	0	0	0	0	0	0	0	0
AT1G05267	0	0	0	0	0	0	0	0
AT1G05270	3.59	3.23	1.76	3.8	1.21	3.33	1.29	2.93
AT1G05273	0	5.72	4.76	0	0	0.29	0	2.27
AT1G05277	0.32	0.4	0	0.21	0.3	0.68	0	0
AT1G05280	0	0	0.28	0	0	0	0	0
AT1G05283	0	0	0	0	0	0	0	0
AT1G05287	0	0	0	0	0	1.32	0	1.68
AT1G05290	0.4	0	0	0	0	0	0	0
AT1G05291	0	0	1.79	0.21	0	0	0	0
AT1G05293	0.9	0	0	0	0	1.86	0	0
AT1G05297	1.45	0	0	0	0	0.75	0.56	0.66
AT1G05300	0	0	0	0.18	0	0.15	0	1.19
AT1G05303	0	0	0	0	0	0	0	0
AT1G05307	0	0	0	0	0	0	0	0
AT1G05310	0	0	0	0	0	0	0	0
AT1G05313	0	0	1.21	2.47	0	0	0	0.68
AT1G05317	0	0	0	0.27	0	0	0	0
AT1G05320	13.54	17.25	6.63	6.98	10.17	2.79	0.74	2.11
AT1G05323	0	0	0	0	0	0	0	0
AT1G05327	0	0	0	0	0	0	0	0
AT1G05330	0	0	0	0	0.32	0	0	0
AT1G05333	0	0	0	0	3.81	1.91	0.81	0
AT1G05337	0	0	0	0	0	0	0	0
AT1G05340	13.61	0	2.34	4.39	0.55	37.01	0.45	6.1
AT1G05343	0	0	1.04	4.26	0	0	1.99	0
AT1G05347	0	0	0	0	0	0	0	0
AT1G05350	11.42	10.86	5.64	7.6	4.84	11.5	4.06	8.86
AT1G05353	0	0	0	0	0	0	0	0
AT1G05357	0	0	0	0	0	0	0	0
AT1G05360	5.2	10.37	5.72	10.16	1.32	8.74	7.95	6.8
AT1G05363	1.08	0	0	0	0	0	0	0
AT1G05367	0	0	0	0	0	2.43	0	0
AT1G05370	0	0.49	19.34	13.74	9.6	7.31	1.92	5.61
AT1G05373	0	0	0	0	0	0	0	0
AT1G05377	0	0	0	0	0	0	0	0
AT1G05380	6.08	7.99	3.79	5.99	1.44	6.97	2.54	4.36
AT1G05383	0	0	0	0	0	0	0	0.39
AT1G05385	31.45	10.62	12.29	17.68	8.6	57.46	13.08	34.47
AT1G05387	0	0	0	0	0	0	0	0
AT1G05390	0	0	0	0	0	0	0	0
AT1G05397	6.52	11.59	1.55	0	0.36	1.19	0.3	1.05
AT1G05400	1.99	1.21	0.98	2.01	1.18	1.54	1.13	2.25
AT1G05407	0	0	0	0	0	0	0	0
AT1G05410	31.07	62.87	13.12	19.52	23.03	29.63	16.08	31.23
AT1G05413	0	0	0	0	0	0	0	0
AT1G05417	10.89	0	4.65	10.03	0	22.09	4.95	25.78
AT1G05420	1.09	0	0	1.87	0	0	1.65	0.65
AT1G05423	0	0	0	0	0	0	0	0
AT1G05427	0	0	0	0.18	0	0	0	0
AT1G05430	21.1	13.05	17.17	24.39	28.44	22.51	18.28	26.18
AT1G05433	0	0	0	0	0	0	0	0
AT1G05440	5.25	5.57	4.57	10.1	9.66	8.18	10.06	10.76
AT1G05443	0	0	0	0	0	0	0	0
AT1G05447	0	0	0	0	0	0	0	0
AT1G05450	0.51	0.76	2.31	0.98	0	1.82	0.2	1.19
AT1G05453	0	0	0	0	0	0	0	0
AT1G05460	7.59	10.11	3.74	5.52	4.51	5.93	1.62	3.39
AT1G05463	0	0	0	0	0	0	0	0
AT1G05467	0	0	0	0	0	1.34	0.5	0
AT1G05470	2.45	0.84	1.37	3.07	2.1	5.15	0.63	1.97
AT1G05473	0	0	0	0	0	0	0	0
AT1G05477	0	0	0	0	0	0	0	0
AT1G05483	0	0	0	0	0	0	0	0
AT1G05487	0	0	0	0	0	0	0	0
AT1G05490	0.56	0.12	12.27	6.68	4.75	1.16	4.18	4.91
AT1G05493	5.17	17.13	11.34	9.65	1.94	6.24	10.82	10.7
AT1G05497	0	0	0	0	0	0	0	0
AT1G05500	16.43	34.43	30.23	42.08	25.38	35.25	32.25	36.03
AT1G05503	0	0	1.26	0	0	0	0	0
AT1G05507	0	0	0	0	0	0	0	0
AT1G05510	6.48	9.33	0.93	0.76	0.22	1.44	0.36	0.64
AT1G05517	0.88	0	4.28	2.33	0	14.66	4.1	14.55
AT1G05520	21.74	43.68	31.05	38	42.92	43.67	25.12	33
AT1G05523	0	0	0	0	0	0	0	0
AT1G05527	0	0	0	0	0	0	0	0
AT1G05530	0	0	0	0	0	0	0	0
AT1G05533	0	0	0	0	0	0	0	0
AT1G05537	0	0	0	0	0	0	0	0
AT1G05540	0	0.2	8.53	3.38	0	0.33	0	0
AT1G05543	0	0	1.93	0	0	0	0	0
AT1G05547	0	0	0	0	0	0	0	0
AT1G05550	0	0	1.36	0.59	0	0	0	0
AT1G05553	1.11	7.71	8.88	7.35	8.28	18.96	12.42	15.7
AT1G05557	12.5	7.95	0.57	7.91	4.26	9	7.77	10.6
AT1G05560	0	0	0.11	0.91	0	0	0	0
AT1G05562	0	0	0	1.08	0	0	0	0
AT1G05563	4.37	0	16.38	6.98	10.49	0	32.56	5.85
AT1G05567	0	0	0	0	0	0	0	0
AT1G05570	7.54	8.23	3.29	2.96	2.45	3.71	3.23	3.9
AT1G05575	0	1.23	0	1.07	0	8.75	4.77	2.08
AT1G05577	0.15	0	0.12	0.68	0.84	0.92	1.03	2.57
AT1G05580	5.44	0.56	3.24	2.01	0.07	0.39	0	0
AT1G05583	0	0	0	0	0	0	0	0
AT1G05587	0	0	0	0	0	0	0	0
AT1G05590	4.02	2.02	5.65	5.98	4.08	3.19	3.44	5.48
AT1G05593	0	0	0	0	0	0	0	0
AT1G05597	0	0	0	0	0	0	0	0
AT1G05600	4.97	6.73	2.41	3.69	2.11	2.45	2.41	3.65
AT1G05603	0	0	0	0	0	0	0	0
AT1G05607	0	0	0	0	0	0	0	0
AT1G05610	0	0.53	0	0	0.26	0	0	0.26
AT1G05613	0	0	0	0	0	0	0	0
AT1G05615	0	0	0	0	0	0	0	0
AT1G05617	0	0	0	0	0	0	0	0
AT1G05620	1.39	2.84	5.32	8.01	7.22	3.25	5.2	6.52
AT1G05623	0	0	0	0	0	0	0	0
AT1G05627	0	0	0	0	0	0	0	0
AT1G05630	2.74	2.44	0.79	2.94	0.93	3.22	1.88	1.9
AT1G05633	0	0	0	0	0	0	0	0
AT1G05637	0	0	0	0	0	0	0	0
AT1G05640	0.95	1.44	0.61	0.81	0.99	1.18	0.29	1.74
AT1G05643	0	0	0	0	0	0	0	0
AT1G05647	0	0	0	0	0	0	0	0
AT1G05650	0	0	0	0	0	0	0	0
AT1G05653	0	0	0	0	0	0	0	0
AT1G05657	0	0	0	0	0	0	0	0
AT1G05660	0	0	0	0	0	0	0	0
AT1G05663	0	0	0	0	0	0	0	0
AT1G05667	0	0	0	0	0	0	0	0
AT1G05670	0.41	0.34	0.05	1.57	2.11	1.75	0.58	1.3
AT1G05673	0	0	0	0	0	0	0	2.9
AT1G05675	0	0	0.12	0	0	0	0	0
AT1G05680	0.25	0	0.31	0.75	0.96	0	0	0
AT1G05683	0	0	0	0	0	0	0	0
AT1G05687	1.09	0	1.11	1.13	0	0.85	0.22	0.26
AT1G05690	0.23	3.6	0.18	0.3	0	0	0.18	0.42
AT1G05693	0	0	0	0	0	0	0	0
AT1G05697	0	0	0	0	0	0	0	0
AT1G05700	4.85	4.06	0	0.86	0	3.99	0	2.26
AT1G05703	0	0	0	0	0	0	0	0
AT1G05707	0	0	0	0	0	0	0	0
AT1G05710	15.99	20.03	17.26	21.05	12.15	29.91	46.1	43.64
AT1G05713	0	0	0	0	0	0	0	1.15
AT1G05717	0	0	0	0	0	0	0	0
AT1G05720	47.29	69.86	94.29	84.1	50.58	60.9	100.92	81.84
AT1G05723	0	0	0	0	0	0	0	0
AT1G05727	0	0	0	0	0	0.28	0	0
AT1G05730	60.49	12.86	24.8	21.77	54.4	29.37	32.95	24.33
AT1G05733	0.37	0	0	0.29	0	2.78	0	0
AT1G05737	0	0	0	0	0	0	0	0
AT1G05740	0	2.85	0	0	0	0.47	0	0
AT1G05747	10.58	0.7	1.35	0.37	2.1	1.73	0.43	0.51
AT1G05750	2.19	4.84	1.38	2.42	1.17	1.28	2.07	1.7
AT1G05753	0	0	0	0	0	0	0	0.27
AT1G05757	0	0	4.81	0	0	3.09	0	0
AT1G05760	0.38	0	0	0.31	0	0	0	0
AT1G05763	0	0	0	0	0	0	0	0
AT1G05767	1.69	4.79	0.18	0.46	9.72	5.54	0	0
AT1G05770	0	0	0	0.58	0	0	0	0
AT1G05773	0	0	0.39	0	8.29	3.04	0	0.45
AT1G05777	0	0	0	0	0	0	0	0
